0,source,label,type
"Assalamualaikum ALLAHUMMA SHOLI ALA SAYYIDINA MUHAMMAD WAA ALI SAYYIDINA MUHAMMAD <br>😊<br><br>Aamiin Yaa Rabb ALLAHUMMA SHOLI ALA SAYYIDINA MUHAMMAD WAA ALI SAYYIDINA MUHAMMAD 💚😊<br><br>Alhamdulilah Berkah 🤲😊<br>Aamiin 🤲Alhamdulilah Berkah 🤲Aamiin Yaa Rabb🤲💚 ALLAHUMMA SHOLI ALA SAYYIDINA MUHAMMAD WAA ALI SAYYIDINA MUHAMMAD 😊✅🕋Sehat Selalu Bumil 🤲😊🕋💚✅*Shalawat Tanpa Tapi, Shalawat Tanpa Henti* <br>🤲🏼😊🤗💚<br>اَللَّهُمَّ صَلِّ عَلٰى سَيِّدِنَا مُحَمَّدٍ وَعَلٰى اٰلِ سَيِّدِنَا مُحَمَّدٍ<br>اَللَّهُمَّ صَلِّ عَلٰى سَيِّدِنَا مُحَمَّدٍ وَعَلٰى اٰلِ سَيِّدِنَا مُحَمَّدٍ<br>اَللَّهُمَّ صَلِّ عَلٰى سَيِّدِنَا مُحَمَّدٍ وَعَلٰى اٰلِ سَيِّدِنَا مُحَمَّدٍ<br>اَللَّهُمَّ صَلِّ عَلٰى سَيِّدِنَا مُحَمَّدٍ وَعَلٰى اٰلِ سَيِّدِنَا مُحَمَّدٍ<br><br>Aamiin Yaa Rabb ALLAHUMMA SHOLI ALA SAYYIDINA MUHAMMAD WAA ALI SAYYIDINA MUHAMMAD 💚😊<br><br>Alhamdulilah Berkah 🤲😊<br>Aamiin 🤲Alhamdulilah Berkah 🤲Aamiin Yaa Rabb🤲💚 ALLAHUMMA SHOLI ALA SAYYIDINA MUHAMMAD WAA ALI SAYYIDINA MUHAMMAD 😊✅🕋Sehat Selalu Bumil 🤲😊🕋💚✅*Shalawat Tanpa Tapi, Shalawat Tanpa Henti* <br>🤲🏼😊🤗💚<br>اَللَّهُمَّ صَلِّ عَلٰى سَيِّدِنَا مُحَمَّدٍ وَعَلٰى اٰلِ سَيِّدِنَا مُحَمَّدٍ<br>اَللَّهُمَّ صَلِّ عَلٰى سَيِّدِنَا مُحَمَّدٍ وَعَلٰى اٰلِ سَيِّدِنَا مُحَمَّدٍ<br>اَللَّهُمَّ صَلِّ عَلٰى سَيِّدِنَا مُحَمَّدٍ وَعَلٰى اٰلِ سَيِّدِنَا مُحَمَّدٍ<br>اَللَّهُمَّ صَلِّ عَلٰى سَيِّدِنَا مُحَمَّدٍ وَعَلٰى اٰلِ سَيِّدِنَا مُحَمَّدٍ<br><br><br>😊<br><br>Aamiin Yaa Rabb ALLAHUMMA SHOLI ALA SAYYIDINA MUHAMMAD WAA ALI SAYYIDINA MUHAMMAD 💚😊<br><br>Alhamdulilah Berkah 🤲😊<br>Aamiin 🤲Alhamdulilah Berkah 🤲Aamiin Yaa Rabb🤲💚 ALLAHUMMA SHOLI ALA SAYYIDINA MUHAMMAD WAA ALI SAYYIDINA MUHAMMAD 😊✅🕋Sehat Selalu Bumil 🤲😊🕋💚✅*Shalawat Tanpa Tapi, Shalawat Tanpa Henti* <br>🤲🏼😊🤗💚<br>اَللَّهُمَّ صَلِّ عَلٰى سَيِّدِنَا مُحَمَّدٍ وَعَلٰى اٰلِ سَيِّدِنَا مُحَمَّدٍ<br>اَللَّهُمَّ صَلِّ عَلٰى سَيِّدِنَا مُحَمَّدٍ وَعَلٰى اٰلِ سَيِّدِنَا مُحَمَّدٍ<br>اَللَّهُمَّ صَلِّ عَلٰى سَيِّدِنَا مُحَمَّدٍ وَعَلٰى اٰلِ سَيِّدِنَا مُحَمَّدٍ<br>اَللَّهُمَّ صَلِّ عَلٰى سَيِّدِنَا مُحَمَّدٍ وَعَلٰى اٰلِ سَيِّدِنَا مُحَمَّدٍ<br><br>Aamiin Yaa Rabb ALLAHUMMA SHOLI ALA SAYYIDINA MUHAMMAD WAA ALI SAYYIDINA MUHAMMAD 💚😊<br><br>Alhamdulilah Berkah 🤲😊<br>Aamiin 🤲Alhamdulilah Berkah 🤲Aamiin Yaa Rabb🤲💚 ALLAHUMMA SHOLI ALA SAYYIDINA MUHAMMAD WAA ALI SAYYIDINA MUHAMMAD 😊✅🕋Sehat Selalu Bumil 🤲😊🕋💚✅*Shalawat Tanpa Tapi, Shalawat Tanpa Henti* <br>🤲🏼😊🤗💚<br>اَللَّهُمَّ صَلِّ عَلٰى سَيِّدِنَا مُحَمَّدٍ وَعَلٰى اٰلِ سَيِّدِنَا مُحَمَّدٍ<br>اَللَّهُمَّ صَلِّ عَلٰى سَيِّدِنَا مُحَمَّدٍ وَعَلٰى اٰلِ سَيِّدِنَا مُحَمَّدٍ<br>اَللَّهُمَّ صَلِّ عَلٰى سَيِّدِنَا مُحَمَّدٍ وَعَلٰى اٰلِ سَيِّدِنَا مُحَمَّدٍ<br>اَللَّهُمَّ صَلِّ عَلٰى سَيِّدِنَا مُحَمَّدٍ وَعَلٰى اٰلِ سَيِّدِنَا مُحَمَّدٍ<br><br>😊<br><br>Aamiin Yaa Rabb ALLAHUMMA SHOLI ALA SAYYIDINA MUHAMMAD WAA ALI SAYYIDINA MUHAMMAD 💚😊<br><br>Alhamdulilah Berkah 🤲😊<br>Aamiin 🤲Alhamdulilah Berkah 🤲Aamiin Yaa Rabb🤲💚 ALLAHUMMA SHOLI ALA SAYYIDINA MUHAMMAD WAA ALI SAYYIDINA MUHAMMAD 😊✅🕋Sehat Selalu Bumil 🤲😊🕋💚✅*Shalawat Tanpa Tapi, Shalawat Tanpa Henti* <br>🤲🏼😊🤗💚<br>اَللَّهُمَّ صَلِّ عَلٰى سَيِّدِنَا مُحَمَّدٍ وَعَلٰى اٰلِ سَيِّدِنَا مُحَمَّدٍ<br>اَللَّهُمَّ صَلِّ عَلٰى سَيِّدِنَا مُحَمَّدٍ وَعَلٰى اٰلِ سَيِّدِنَا مُحَمَّدٍ<br>اَللَّهُمَّ صَلِّ عَلٰى سَيِّدِنَا مُحَمَّدٍ وَعَلٰى اٰلِ سَيِّدِنَا مُحَمَّدٍ<br>اَللَّهُمَّ صَلِّ عَلٰى سَيِّدِنَا مُحَمَّدٍ وَعَلٰى اٰلِ سَيِّدِنَا مُحَمَّدٍ<br><br>Aamiin Yaa Rabb ALLAHUMMA SHOLI ALA SAYYIDINA MUHAMMAD WAA ALI SAYYIDINA MUHAMMAD 💚😊<br><br>Alhamdulilah Berkah 🤲😊<br>Aamiin 🤲Alhamdulilah Berkah 🤲Aamiin Yaa Rabb🤲💚 ALLAHUMMA SHOLI ALA SAYYIDINA MUHAMMAD WAA ALI SAYYIDINA MUHAMMAD 😊✅🕋Sehat Selalu Bumil 🤲😊🕋💚✅*Shalawat Tanpa Tapi, Shalawat Tanpa Henti* <br>🤲🏼😊🤗💚<br>اَللَّهُمَّ صَلِّ عَلٰى سَيِّدِنَا مُحَمَّدٍ وَعَلٰى اٰلِ سَيِّدِنَا مُحَمَّدٍ<br>اَللَّهُمَّ صَلِّ عَلٰى سَيِّدِنَا مُحَمَّدٍ وَعَلٰى اٰلِ سَيِّدِنَا مُحَمَّدٍ<br>اَللَّهُمَّ صَلِّ عَلٰى سَيِّدِنَا مُحَمَّدٍ وَعَلٰى اٰلِ سَيِّدِنَا مُحَمَّدٍ<br>اَللَّهُمَّ صَلِّ عَلٰى سَيِّدِنَا مُحَمَّدٍ وَعَلٰى اٰلِ سَيِّدِنَا مُحَمَّدٍ",youtube,,international
"Oh yes harry Kane again, missed a glorious opportunity that game and missed a penalty against france that wouldve been the equalizer, hes top striker but not a top top player",youtube,,international
"<a href=""https://www.youtube.com/watch?v=gi_2GELMwfY&amp;t=0m38s"">0:38</a>",youtube,,international
2002<br>11 июл.,youtube,,international
I love to see England crying over and over 😂,youtube,,international
"<a href=""https://www.youtube.com/watch?v=gi_2GELMwfY&amp;t=1m28s"">1:28</a> we should show this to orsati. if the livakovic did what pickford did to mandzukic he would be sentenced for life.",youtube,,international
What is the difference between Pickfords challenge on Mandzukic compared to the penalty given to argentina today?,youtube,,international
Harry kane :) 😃,youtube,,international
"harry kane, missed a pen in 2022, could have squared to sterling to make it 2-0 but decided to shoot, in 2018....",youtube,,international
the time is now to lift the trophy,youtube,,international
England have gone backwards.,youtube,,international
Hary keny  problem  for England,youtube,,international
"Every time I rewatched Croatia KO stage games, I only have increasing respect for them",youtube,,international
Perisic,youtube,,international
Came to rewatch this for motivation. Tomorrow Croatia play Argentina in another World Cup semifinal. I hope they win and we see them in the final again,youtube,,international
England is a clown of tournament,youtube,,international
Kane missed a decisive goal again 4 years later.,youtube,,international
Ashley young<br>Jesse lingard<br>Delle Alli<br><br>Shouldn’t have been in this team,youtube,,international
and they did the same thing in Qatar 2022<br>Leyends,youtube,,international
they did the exact same thing this year...,youtube,,international
And now they defeated Brazil to reach the semis<br>Hopefully they can beat Argentina and their 2nd consecutive final,youtube,,international
Croatia reaches the Semi Finals again,youtube,,international
"4 Years on, Croatia are at it again.",youtube,,international
Ivan Persic is a monster player,youtube,,international
Now Croatia have won on pens once again haha,youtube,,international
"Any time I see someone beat England, I feel very happy. I just hate cocky wa n kers",youtube,,international
tonight u will see croatia,youtube,,international
Watched this match in the Crowd. Very Intense.,youtube,,international
It&#39;s fascinating how often Ashley Cole steps in and tries to make things happen and also establish order from the back. It&#39;s as if the rest of them were trying to perform rather than playing,youtube,,international
David James was awful,youtube,,international
The match where Manuel Neuer (GK) got his world cup knockout goal contribution. Pendu still has zero😂😂😭😭,youtube,,international
"End of the day we played Germany because we finished 2nd in a group with USA, Slovenia and Algeria, embarrassing that, if we topped our group we would have played Ghana instead, assuming we beat them the legendary Luis Suárez handball against Ghana would never have happened.",youtube,,international
Lham😍,youtube,,international
😍👋🏻para mi sepure son mis capionas sigen sendo los mejores aun que todo el mundo los dejar yo sepure los Rsido con mucho cariño y amor para mis sepure son ganadores 😍👋🏻😃👋🏻👋🏻no porta quen gane o perda son mis capionas pra mi 😃👋🏻👋🏻👋🏻👋🏻☝️🥹,youtube,,international
"<a href=""https://www.youtube.com/watch?v=eMdTsex8Cyw&amp;t=22m52s"">22:52</a> Germany destroyed England in this moment😂😂😂",youtube,,international
"To this day, I&#39;m baffled how the officials didn&#39;t see that the ball was over the line. Even the England bench which was miles away saw that it was over. It was country miles over 😂",youtube,,international
Klose wkwwkkwkwkwkw cacing cau sekedar numpang,youtube,,international
"This is one of the biggest robberies in footbal history. If that equalizer was given, England would win that game, 100%!!!!",youtube,,international
Xavi and iniesta made them look like beginners,youtube,,international
"As an international Chelsea fan, the Lampard disallowed goal still irritates me! Who knows, if it counted, to where it could have taken him!!",youtube,,international
"What a game it was, it is still enjoyable, eventhough it has been 13 years ago. Both teams played with passion to go through to the next phase of the competition. The German played more collectively and rewarded with the 4-1 victory. What a generation! What an excellent match!<br><br>This game would also contribute to the drastic change to the world football, with the introduction of VAR, due to the Lampard&#39;s goal disallowance. Football game is no more the same anymore.",youtube,,international
Superb goal by Lampard and Teutonic dishonesty by German goalkeeper.,youtube,,international
"<a href=""https://www.youtube.com/watch?v=eMdTsex8Cyw&amp;t=40m55s"">40:55</a> I can stop replaying",youtube,,international
What pathetic officiating!! And at that level of competition and they still ruin the game. Absolutely horrific!!! They make American officials look like world class!!,youtube,,international
Tendangan Frank Lampard harus nya gol itu . Kenapa engga yaaaa 🤔🤔🤔,youtube,,international
I guess the Germans must be relieved for the payback of the ghost goal back in 1966 final.,youtube,,international
Increible el robo de ese partido a un gol lejitimo de frank lampard despues españá los volvio a su realidad alemania😊,youtube,,international
Even 1 year old kid will say it&#39;sa goal....Well over<br>lampard goal💔,youtube,,international
If that goal counted this match would have had different winner because after that incident England lost course. Dumb referee,youtube,,international
I nearly spewed when that scumbag Lineker came on. Thanks FIFA.,youtube,,international
The combination leading up to Podolski&#39;s goal was just pure perfection.,youtube,,international
Big Respect to Women&#39;s Soccer! Resilience on both sides! Always listen to the song &quot;UEPHORIA (Greatest Feeling)&quot; by Agent Nullify while watching these games!❤❤❤❤🔥🔥🔥🔥🔥🔥,youtube,,international
Miroslav Klose legend,youtube,,international
"<a href=""https://www.youtube.com/watch?v=eMdTsex8Cyw&amp;t=40m39s"">40:39</a> what a nice header <a href=""about:invalid#zCSafez""></a>😧",youtube,,international
i love the pronouncing from schweinsteiger thats pretty cute 😄,youtube,,international
Whos missed rooney in fotball industrt,youtube,,international
"I really hope I will see this kind of football of Germany in my lifetime again. Since 2017 its been mostly horrible.<br>It was incredible how Schweinsteiger, Lahm, Özil and Müller exploited the free space and it looked so effortless keeping the ball.<br>Frank Lampard is one of my all-time English fav players and it was great to see the chat and shirt exchange after the match with Bastian.",youtube,,international
"The British still cry today because of this goal by Lampard, but they forget that in 1966 the supposed goal by Geoff Hurst was not legitimate.",youtube,,international
Germany robbed the match from poor england,youtube,,international
Biggest robbery in world cup history&#39;s,youtube,,international
Beautiful,youtube,,international
Klose was offside?,youtube,,international
"The power of development , young team that continues to win the world cup in 2014. Never seen these before.. simply amazing !!!!",youtube,,international
Karma,youtube,,international
"Жаль тогда не было вар, Англия ограблен, суди плохие.",youtube,,international
Payback for 1966...hahaha,youtube,,international
Das war noch Fussball vom Feinsten das die Deutschen gespielt haben.<br>Und  heute grauenvoll!,youtube,,international
GERMANY.เยอรมนี❤,youtube,,international
"<a href=""https://www.youtube.com/watch?v=eMdTsex8Cyw&amp;t=0m15s"">0:15</a>",youtube,,international
England robbed,youtube,,international
"Lampard with the same stamina in management, time and again wasted the golden free kicks by hitting them on the wall and never allowed Gerrard to take one!.",youtube,,international
Joaquim Low enfrento a Capello a Conté y a Vicente del Bosque,youtube,,international
Am I dumb or was Germanys first goal offside?,youtube,,international
Klose !,youtube,,international
"<a href=""https://www.youtube.com/watch?v=eMdTsex8Cyw&amp;t=1h29m02s"">1:29:02</a>",youtube,,international
2010 FIFA World Cup Intro TF1 (HD),youtube,,international
Not coming home,youtube,,international
Ozil the best,youtube,,international
This is the match that led the way for the invention of VAR,youtube,,international
"England squad at that time was a massive talented. But, the played like they had no brain…",youtube,,international
"And this FIFA WC match would be ... a Final, a SF, a QF , R16 , a group game?",youtube,,international
Ok,youtube,,international
13 years ago. I remember this game like it was yesterday.,youtube,,international
Again studio commentary after the game,youtube,,international
"Seeing young Müller, Podolski and Özil in high spirits is such a joy!!!",youtube,,international
The England fans booing Neuer confuse me. He doesn’t know whether ball is over the line. He doesn’t know where it has gone. He just sees a ball bouncing in front of his face and grabs it.,youtube,,international
The vuvuzela is amongst the worlds worst inventions…,youtube,,international
"<a href=""https://www.youtube.com/watch?v=eMdTsex8Cyw&amp;t=1h21m31s"">1:21:31</a> bro this is not a war😅",youtube,,international
SCTV FIFA World Cup 2010 Intro - CocaCola,youtube,,international
bueno     un      grave     error      arbrital     como    de     linea     en      donde     fue     un     claro    gol    a    favor     de     INGLATERRA    que      pudo    haber    sido   un     empate    .,youtube,,international
What a great team that Germany was!,youtube,,international
💓,youtube,,international
"Im sorry, but u gotta get your reffing license out of a cereal box to disallow that goal by England. Im not even English and got steam fuming off my head ab that one",youtube,,international
Even if it counted it would have been 4-2,youtube,,international
Matthew Upson scoring more World Cup knockout goals than Cristiano Ronaldo will never get any easier to fathom.,youtube,,international
အဲပွဲက ဒိုင်တွေ ရက်စက်တာ <br>အဆင့်မြင့် ဖလားနဲ့ကိုမတူဘူး,youtube,,international
Gareth Barry was the worst player on the field. Such a horror show,youtube,,international
"<a href=""https://www.youtube.com/watch?v=eMdTsex8Cyw&amp;t=1h45m46s"">1:45:46</a>",youtube,,international
Liebe Grüße an CalcioBerlin :),youtube,,international
"Año 5000 y esto es escuela. Alemania siempre merecida, son hermosos al fútbol....!",youtube,,international
Thank you for the match,youtube,,international
"<a href=""https://www.youtube.com/watch?v=eMdTsex8Cyw&amp;t=3m25s"">3:25</a> <a href=""https://www.youtube.com/watch?v=eMdTsex8Cyw&amp;t=8m11s"">8:11</a> <a href=""https://www.youtube.com/watch?v=eMdTsex8Cyw&amp;t=15m08s"">15:08</a>",youtube,,international
"2018 Knocked out in the group stage<br>2022 Knocked out in the group stage<br><br>Hahahaha, Germany was eliminated in the group phase for 2 consecutive editions of the World Cup.",youtube,,international
Badly miss Germany this world cup 2022,youtube,,international
Visiting this in 2022 after Japan&#39;s controversial goal against Germany in the world cup. This is Karma!,youtube,,international
